"","X__1","artist.name","duration","key","latitude","location","longitude","mode","similar","tempo","terms","target_h","artist.hotness","artist_familiarity","bars_start","beats_start","end_of_fade_in","loudness","start_of_fade_out","tatums_start","time_signature","decade2"
"6231",8178,"Naseebo Lal",436.27057,9,37.1573567501336,"Not available",-63.9333578685195,0,"AR1BANJ1187B9B0B30",144.076,"italian disco",0.01,0.268153155835389,0.363475535,0.29853,0.29853,0.241,-12.797,432.292,0.08709,4,"Not Available"
"6232",8182,"Casual",203.02322,10,37.1573567501336,"California - LA",-63.9333578685195,0,"ARV4KO21187FB38008",92.783,"hip hop",0,0.401997543,0.581793766,1.54338,0.87183,0.41,-13.173,197.979,0.53853,4,"Not Available"
"6233",8183,"Truckfighters",270.44526,11,59.27074,"Arebro",15.21751,1,"ARS8UZS1187FB4CCC3",148.363,"stoner rock",0.576315292,0.350349304,0.596011504,0.40528,0.07085,0.357,-4.935,263.378,0.07085,4,"2000"
"6234",8184,"Connie Smith",148.63628,9,41.68676,"Elkhart, IN",-85.97567,1,"ARJOEGM1187B9B8F24",121.162,"country gospel",0.08,0.365260893,0.496794628,0.52589,0.52589,0.411,-10.182,143.517,0.26291,1,"Not Available"
"6235",8186,"Eugene McDaniels",213.15873,7,39.10295,"Kansas City, MO",-94.58306,0,"ARV6NMP1187FB55F38",136.492,"rare groove",0.53878588,0.332755068,0.484732016,0.68227,0.24411,0.171,-10.959,198.891,0.09757,4,"Not Available"
"6236",8187,"Skeletonwitch",252.08118,4,37.1573567501336,"Not available",-63.9333578685195,0,"ARS0X0U1187FB56A9F",206.936,"speed metal",0.725318691,0.529039572,0.68955969,0.4896,0.1928,0.148,-5.131,248.924,0.04365,4,"2000"
"6237",8188,"Petra",219.08853,4,37.1573567501336,"Fort Wayne, Indiana",-63.9333578685195,1,"AR87P0Q1187B989ADF",131.634,"ccm",0.561428518,0.475393063,0.798158656,0.22253,0.22253,0.38,-13.943,208.347,0.22253,4,"Not Available"
"6238",8189,"Peggy Lee",200.6722,7,46.91008,"Jamestown, ND",-98.70853,1,"ARE7OOV1187B9B8800",120.716,"vocal jazz",0.09,0.47726039,0.770814367,0.69169,0.19134,0.096,-13.269,189.521,0.19134,4,"1990"
"6239",8190,"Leigh Jones",200.51546,0,37.1573567501336,"Not available",-63.9333578685195,0,"ARVC9W21187B99354B",103.465,"neo soul",0.09,0.37300074,0.593119272,0.68366,0.22283,0.328,-7.076,193.434,0.22283,3,"2000"
"6240",8191,"The Five Stairsteps",165.74649,10,37.1573567501336,"Chicago, IL",-63.9333578685195,0,"ARV03D41187FB413E8",93.847,"chicago soul",0,0.290393914,0.543161423,1.09007,0.43862,3.024,-8.701,155.643,0.11608,4,"2000"
"6241",8192,"Roberto Torres",276.00934,5,37.1573567501336,"Not available",-63.9333578685195,0,"AR1PNWN1187FB4A404",161.345,"salsa",0,0.350078579,0.482356043,0.81521,0.44411,0.177,-7.196,272.637,0.44411,4,"Not Available"
"6242",8193,"G Unit ft. 50 Cent_ Lloyd Banks & Tony Yayo",202.10893,10,37.1573567501336,"ABD",-63.9333578685195,0,"ARHCGRF11F50C4F738",94.918,"rap",0.253834736,0.534429714,0.845373304,5.76583,0.15312,0.229,-6.176,202.109,0.15312,4,"Not Available"
"6243",8194,"Onesidezero",281.12934,6,34.05349,"Los Angeles, CA",-118.24532,0,"AR0TG261187B99AC74",151.746,"post-grunge",0.445454526,0.33810401,0.596642396,0.03574,0.03574,1.035,-6.765,277.873,0.03574,1,"2000"
"6244",8195,"Dictafone",307.98322,2,37.1573567501336,"Not available",-63.9333578685195,1,"ARB091D1187FB50FA0",101.375,"chanson francaise",0,0.132946011,0.516489517,1.99055,0.62243,0.183,-7.929,297.465,0.16888,3,"Not Available"
"6245",8196,"Jazz Gillum",170.9971,9,33.45081,"Indianola, MS",-90.645,1,"ARFGMSJ122988ED7A0",140.144,"chicago blues",0,0.282286406,0.362800142,0.46289,0.46289,0.415,-15.08,165.314,0.23975,1,"1990"
"6246",8197,"Lexie Mountain Boys",247.11791,10,37.1573567501336,"Not available",-63.9333578685195,1,"ARRPM5V1187B9B8152",80.002,"free improvisation",0,0.159349705,0.494880755,0.52714,0.52714,0.177,-24.19,221.977,0.15752,1,"2000"
"6247",8199,"Lighthouse Family",241.8673,2,54.97791,"Newcastle, England",-1.61237,1,"AR35YUO1187B9AD83E",90.703,"blue-eyed soul",0.848616761,0.402167048,0.663229688,0.63778,0.63778,2.154,-8.03,221.594,0.14742,3,"1990"
"6248",8200,"Freddie King",263.65342,7,37.1573567501336,"Gilmer, TX",-63.9333578685195,1,"ARGRWEZ1187B9AC382",148.627,"texas blues",0.526837034,0.382593001,0.609636698,1.33723,0.52797,0.484,-11.832,255.936,0.52797,3,"1970"
"6249",8201,"EPMD",196.91057,1,37.1573567501336,"allentown Pennsylvania USA",-63.9333578685195,1,"ARM2EJV1187B98EA13",200.265,"hip hop",0.433005077,0.453850265,0.698291624,0.73835,0.43802,0.339,-7.481,177.296,0.28786,4,"1990"
"6250",8202,"X-Raided featuring Teddy Bear_ Big Pook_ T-Nutty",260.44036,5,37.1573567501336,"Not available",-63.9333578685195,0,"ARTWSZX1187B9AEA22",130.421,"gangster rap",0,0.43870167,0.624573379,0.03992,0.03992,0.197,-7.545,253.858,0.03992,5,"Not Available"
"6251",8204,"Socialburn",241.84118,9,37.1573567501336,"Not available",-63.9333578685195,1,"AR943B51187B9A38E2",91.231,"post-grunge",0.523166108,0.380133079,0.634084945,1.90641,0.58419,0.508,-5.134,227.219,0.58419,4,"2000"
"6252",8205,"Roger Miller",133.27628,11,32.74863,"Fort Worth, TX",-97.32925,1,"AR223M11187B9ADDD6",37.965,"honky tonk",0.500015498,0.417870578,0.65129754,12.69996,0.8285,0.136,-8.473,125.504,0.0403,4,"Not Available"
"6253",8208,"Black Debbath",276.21832,4,59.91228,"Oslo, Norway",10.74998,1,"ARCJZIJ1187FB5C01F",84.157,"blues",0.11,0.392325283,0.48040197,1.11177,0.40025,0.182,-5.812,262.745,0.04538,4,"2000"
"6254",8210,"Hatebreed",111.22893,1,41.30711,"New Haven, CT",-72.92496,1,"ARWMY7E1187B9B7049",202.65,"hardcore punk",0.600969778,0.546383748,0.832757431,0.93842,0.34848,0.196,-5.665,101.889,0.20118,4,"1990"
"6255",8214,"Vinylbase",361.79546,8,37.1573567501336,"Not available",-63.9333578685195,1,"AR6HPLV1187FB4A1BC",142.972,"hardstyle",0,0.154254354,0.427047571,0.97953,0.14048,0.113,-3.633,355.666,0.14048,4,"Not Available"
"6256",8215,"Bobby Hutcherson",399.51628,2,34.05349,"Los Angeles, CA",-118.24532,0,"AR5FGSX1187B9B5454",151.391,"latin jazz",0,0.393292711,0.570900104,0.87641,0.44991,0.264,-12.321,387.199,0.23667,4,"Not Available"
"6257",8216,"Gene Autry",155.53261,0,33.46725,"Tioga Springs, TX",-96.91393,1,"ARQUS8G1187FB46C97",107.718,"classic country",0.05,0.41458957,0.583646435,0.86818,0.32792,0.218,-15.971,149.072,0.32792,4,"1990"
"6258",8217,"Mr. De'",334.54975,0,37.1573567501336,"Not available",-63.9333578685195,1,"ARQH8UW1187B9B81E8",112.962,"dirty rap",0.01,0.269749925,0.443849187,1.61013,0.54696,1.421,-8.536,325.045,0.28084,4,"Not Available"
"6259",8219,"Bill & Gloria Gaither",290.06322,2,37.1573567501336,"Not available",-63.9333578685195,1,"ARPY3PZ1187FB45623",152.606,"country gospel",0.274458635,0.333303418,0.426882762,1.25263,0.45144,0.377,-14.492,281.304,0.45144,3,"Not Available"
"6260",8220,"Panic! At The Disco",210.25914,7,37.1573567501336,"Las Vegas, NV",-63.9333578685195,0,"AR0WBBL1187FB4677D",167.011,"pop punk",0.727889463,0.604655128,0.842368944,1.07082,0.35175,0.125,-5.72,208.242,0.16747,4,"2000"
"6261",8221,"The Fureys",398.10567,1,37.1573567501336,"Not available",-63.9333578685195,1,"ARIIJGR11F4C83ECE9",120.083,"irish folk",0.01,0.33274977,0.466331054,0.46675,0.46675,0.392,-14.28,373.487,0.21462,4,"Not Available"
"6262",8222,"Nestor Torres",201.482,5,25.72898,"Miami, FL",-80.23742,1,"ARATU8J1187FB3EC93",122.985,"latin jazz",0.268306227,0.353156298,0.485921286,0.27998,0.27998,0.717,-5.132,201.482,0.03254,1,"Not Available"
"6263",8223,"Birmingham Jubilee Singers",188.3424,11,37.1573567501336,"Not available",-63.9333578685195,1,"ARGA5GS1187FB58F86",108.049,"gospel",0,0.252044348322494,0.338370155,0.1327,0.1327,0.52,-14.043,180.674,0.1327,1,"Not Available"
"6264",8224,"Poncho Sanchez",427.07546,1,27.53092,"Laredo, TX",-99.502,1,"AR1N6N61187FB4E25E",213.718,"latin jazz",0,0.373552391,0.577228503,0.04972,0.04972,0.136,-9.428,415.759,0.04972,5,"2000"
"6265",8225,"John Cale",307.22567,7,37.1573567501336,"Garnant, Wales",-63.9333578685195,1,"AR3I2HS1187B9AC3BB",134.258,"experimental rock",0.376279502,0.481655862,0.749317801,1.14774,0.26562,0.45,-14.399,291.033,0.04336,4,"1980"
"6266",8226,"Eduardo Fernandez",120.89424,4,37.1573567501336,"Not available",-63.9333578685195,1,"ARNEM631187B9B54EE",127.949,"classical",0,0.341714731,0.431966635,0.89407,0.89407,2.659,-28.547,114.521,0.89407,1,"Not Available"
"6267",8227,"Los Cisnes",182.72608,4,37.1573567501336,"Teoc, MS",-63.9333578685195,0,"AR06M3F1187FB38BED",101.308,"delta blues",0,0.401098465,0.625067009,0.59118,0.59118,0.258,-13.008,177.772,0.29753,1,"Not Available"
"6268",8229,"Ana Popovic",263.83628,8,44.81187,"Belgrade, Yugoslavia",20.46414,1,"AR6XEHV1187FB43D1A",177.362,"blues-rock",0.06,0.448459768,0.621616922,0.5728,0.23265,0.212,-5.212,249.115,0.06299,4,"2000"
"6269",8231,"Defari",178.72934,7,37.1573567501336,"Not available",-63.9333578685195,1,"AR0CANF1187B9AF35F",80.891,"hip hop",0,0.35515545,0.596172381,3.19611,0.13689,0.096,-5.132,178.729,0.13689,7,"2000"
"6270",8232,"Bounty Killer",205.29587,0,37.1573567501336,"Kingston, Jamaica",-63.9333578685195,1,"ARVUN5F1187FB4CCC7",159.798,"dancehall",0.2,0.393274491,0.693287839,1.54013,0.79086,0.737,-5.758,201.584,0.60284,4,"1990"
"6271",8234,"Dora The Explorer",159.29424,11,37.1573567501336,"Not available",-63.9333578685195,0,"ARJS05S1187FB58F3A",105.019,"goregrind",0.405115722,0.413757657,0.514414554,1.66412,0.52776,0.212,-6.014,154.825,0.10183,4,"2000"
"6272",8236,"Gyptian",219.76771,2,37.1573567501336,"Not available",-63.9333578685195,1,"ARL5BEN1187B98E4D9",147.436,"reggae",0.215080319,0.514206403,0.687483205,0.76929,0.35561,0.537,-10.837,209.548,0.15846,4,"Not Available"
"6273",8237,"Professor Longhair",153.49506,10,30.79062,"Bogalusa, LA",-89.8643,1,"AR8ACFK1187B9B4063",156.803,"louisiana blues",0.24,0.402054897,0.611771113,0.16741,0.16741,0.305,-15.572,147.958,0.16741,1,"1980"
"6274",8238,"Busdriver",316.21179,11,37.1573567501336,"Not available",-63.9333578685195,0,"ARV4KO21187FB38008",129.993,"alternative hip hop",0,0.349476327,0.618002715,0.83381,0.37289,0.288,-7.64,312.784,0.14243,4,"2000"
"6275",8239,"Robert Palmer",184.34567,2,37.1573567501336,"Batley, England",-63.9333578685195,1,"ARUNKLR1187B9B5DFC",126.513,"blue-eyed soul",0.27,0.464186402,0.755566398,0.46745,0.46745,2.252,-8.105,184.346,0.2276,4,"1980"
"6276",8240,"Dario Marianelli",262.94812,7,37.1573567501336,"Not available",-63.9333578685195,0,"ARU52PB1187FB58E46",162.487,"symphony",0.212045406,0.412115554,0.613464932,0.52106,0.52106,0.555,-25.369,243.026,0.52106,4,"2000"
"6277",8241,"Fastway",318.9024,9,37.1573567501336,"Not available",-63.9333578685195,1,"ARHTAPO1187FB5AADE",134.819,"heavy metal",0.611702203,0.374986646,0.568897347,0.77798,0.34385,0.12,-14.612,300.652,0.13011,4,"Not Available"
"6278",8243,"Cut Copy",289.04444,11,37.1573567501336,"Melbourne, Australia",-63.9333578685195,0,"ARZQHQK1187FB456DA",128.006,"alternative dance",0.522733261,0.536173552,0.769944259,0.53985,0.06933,0.198,-2.846,280.874,0.06933,4,"2000"
"6279",8244,"Teenage Fanclub",221.41342,5,37.1573567501336,"Glasgow, Scotland",-63.9333578685195,1,"AR07SOR1187FB46179",122.002,"power pop",0.585452852,0.511526435,0.684894723,0.56249,0.06875,0.51,-7.603,210.75,0.06875,4,"2000"
"6280",8245,"Maire Brennan",113.55383,7,37.1573567501336,"Not available",-63.9333578685195,1,"AR1UUWB1187B997F2F",67.76,"irish folk",0.334706549,0.385878058,0.576053723,17.21319,5.72079,5.532,-19.195,102.336,5.72079,3,"Not Available"
"6281",8246,"2 Minutos",52.32281,7,37.1573567501336,"Not available",-63.9333578685195,1,"AR68A0X1187FB36164",103.54,"skate punk",0.24,0.37246298,0.591846288,1.0544,1.0544,0.351,-14.089,52.323,0.62369,4,"1990"
"6282",8247,"Paul Stanley",191.55546,5,40.7038,"Queens, NY",-73.83168,1,"AREYM1B1187FB4F87D",140.172,"hard rock",0.705023456,0.38097955,0.588382122,0.81934,0.3856,0.107,-7.196,185.905,0.3856,4,"1970"
"6283",8248,"Daryl Hall & John Oates",276.6624,9,37.1573567501336,"Philadelphia, Pennsylvania",-63.9333578685195,1,"AR4U91L1187B9A2401",118.427,"pop rock",0.14,0.496381146,0.664924362,0.74369,0.74369,0.409,-12.086,266.269,0.48832,4,"1990"
"6284",8250,"Liam O'Flynn",234.10893,0,37.1573567501336,"Not available",-63.9333578685195,1,"ARERDYL1187FB56BB3",122.425,"irish folk",0.2,0.33014018,0.444205744,1.26295,0.21225,0.293,-9.148,225.785,0.21225,5,"1990"
"6285",8251,"DJ Spinn",193.69751,1,37.1573567501336,"Not available",-63.9333578685195,0,"ARLHURZ1187FB54C71",240.5,"chicago house",0.02,0.260796778,0.515310233,0.50438,0.25611,0.061,-12.369,188.732,0.13228,3,"Not Available"
"6286",8252,"The California Cajun Orchestra",172.48608,7,37.1573567501336,"Not available",-63.9333578685195,1,"ARYYD9K1187FB44C76",201.578,"zydeco",0.367154445,0.267067841,0.302396562,0.6153,0.31716,0.583,-12.141,163.596,0.16772,4,"Not Available"
"6287",8253,"Screamin' Jay Hawkins",301.13914,10,37.1573567501336,"Cleveland, OH",-63.9333578685195,1,"ARSAIUN1187FB398D3",116.01,"rock 'n roll",0.582918459,0.467565441,0.719492291,1.8477,0.71976,0.467,-7.401,291.91,0.43833,3,"1990"
"6288",8254,"Floor",117.02812,4,37.1573567501336,"Not available",-63.9333578685195,0,"ARJG34V1187FB3AC14",156.179,"stoner metal",0.515357179,0.41759188,0.522423829,0.98272,0.20805,0.258,-7.24,113.731,0.20805,4,"2000"
"6289",8255,"Tiny Bradshaw",158.82404,0,41.0981,"Youngstown, OH",-80.65079,0,"AR3LRVY1187B9B9E90",106.565,"piano blues",0.12,0.301772342,0.40309526,5.80129,0.43982,0.247,-6.627,155.678,0.17366,4,"2000"
"6290",8257,"Smut Peddlers",167.60118,11,37.1573567501336,"Not available",-63.9333578685195,0,"ARTL6FB1187FB4EAA7",116.638,"dirty rap",0.340922756,0.361034556,0.613867472,0.12656,0.12656,0.078,-5.988,163.59,0.12656,4,"Not Available"
"6291",8258,"Soul Mekanik",447.08526,7,37.1573567501336,"Not available",-63.9333578685195,1,"ARYAB031187FB5038C",125.584,"tech house",0,0.399537136,0.490009428,0.32033,0.32033,1.245,-11.106,434.84,0.08379,4,"Not Available"
"6292",8259,"Michael Whalen",77.29587,0,40.71455,"New York",-74.00712,1,"AR5N6X41187B988BFF",163.12,"meditation",0,0.360744984,0.45660506,0.05395,0.05395,0.398,-11.568,77.296,0.05395,4,"Not Available"
"6293",8261,"LaWanda Page",187.76771,5,37.1573567501336,"Not available",-63.9333578685195,1,"ARZFAGI12420783C02",105.395,"stand-up comedy",0.03,0.185844549,0.287521354,0.54275,0.54275,0.171,-15.233,187.768,0.25683,1,"Not Available"
"6294",8262,"Rory Block",111.46404,2,40.71455,"New York, NY",-74.00712,1,"AR6XEHV1187FB43D1A",85.981,"delta blues",0,0.343185045,0.513829587,1.66615,0.26684,0.224,-16.037,99.706,0.26684,4,"Not Available"
"6295",8263,"Taking Back Sunday",223.39873,7,40.85251,"Long Island, New York",-73.13585,1,"AR0WBBL1187FB4677D",147.745,"post-hardcore",0.672441214,0.57237398,0.911599657,0.58529,0.16739,0.107,-4.495,208.086,0.16739,4,"2000"
"6296",8265,"Eddy Raven",164.64934,9,30.22032,"Lafayette, LA",-92.01705,1,"ARLWR721187B9A03C9",118.704,"zydeco",0,0.344721111,0.464994319,0.84453,0.34239,0.259,-14.264,154.976,0.17111,4,"Not Available"
"6297",8266,"Fred Merpol",345.10322,7,37.1573567501336,"Not available",-63.9333578685195,0,"ARSYS47119B8667BB7",101.954,"french pop",0,0.277066219504996,0.377366436,0.59441,0.59441,0.34,-14.855,345.103,0.31432,1,"Not Available"
"6298",8267,"Mariah Carey Featuring Da Brat & JD",314.122,4,40.71455,"New York, New York",-74.00712,1,"ARKWI7M1187B9B7713",95.138,"dance pop",0.61,0.787005469,0.934935267,2.51451,1.89363,2.241,-10.728,308.413,1.89363,4,"1990"
"6299",8268,"Christina Aguilera",236.95628,8,37.1573567501336,"Not available",-63.9333578685195,1,"AR03BDP1187FB5B324",139.99,"dance pop",0.71,0.725746082,0.831240277,0.74594,0.31853,0.287,-3.924,227.637,0.10483,4,"2000"
"6300",8269,"X-tv",332.79955,4,37.1573567501336,"Not available",-63.9333578685195,1,"ARZRT5M1187B98AE5C",141.946,"ost",0,0.306319125,0.440172174,1.06247,0.2183,0.392,-10.372,321.451,0.2183,4,"Not Available"
"6301",8270,"Irma Thomas",190.9024,3,30.43883,"Ponchatoula, LA",-90.44116,1,"ARXBG1X1187FB42A79",131,"delta blues",0,0.441106359,0.623823768,0.63325,0.17698,0.373,-11.975,182.364,0.17698,4,"2000"
"6302",8272,"Steve Harvey",268.45995,11,32.67828,"Georgia",-83.22295,0,"ARM1ZK41187FB43FA8",71.229,"glam rock",0.372530039,0.399591114,0.7244705,2.46651,0.78941,0.316,-9.965,258.206,0.24823,3,"Not Available"
"6303",8273,"Neil Diamond",267.57179,5,37.1573567501336,"Brooklyn, NY",-63.9333578685195,1,"ARVZDOM1187B9B49C9",91.302,"soft rock",0.215080319,0.564005986,0.817635146,1.13198,0.46861,0.386,-9.413,259.796,0.46861,4,"1990"
"6304",8276,"2raumwohnung",272.95302,7,52.51607,"Berlin, Germany",13.37698,1,"ARKQW4V1187B9AD20B",124.023,"tech house",0.639248489,0.397569595,0.664559979,0.68334,0.19784,0.154,-9.846,266.449,0.19784,3,"2000"
"6305",8277,"Henry Mancini",187.74159,5,37.1573567501336,"Cleveland, OH",-63.9333578685195,1,"ARZ8KO81187B9B1B7C",118.719,"instrumental pop",0,0.437494807,0.695422285,1.0936,0.56479,0.165,-11.088,181.243,0.30334,4,"Not Available"
"6306",8278,"Cindy Morgan",295.10485,2,36.16778,"Nashville, TN",-86.77836,1,"ARH3TXI1187FB3A486",94.315,"ccm",0.272923667,0.417410467,0.54474949,2.75523,0.71582,0.212,-10.602,279.307,0.3893,5,"Not Available"
"6307",8279,"Rainforest Trio",291.39546,1,27.9758,"Florida",-81.54106,1,"AR1HYN91187FB4F7F1",107.965,"bossa nova",0,0.0494032665213091,0.022556501,1.80395,0.69638,3.605,-16.246,281.577,0.69638,4,"Not Available"
"6308",8280,"Los Originales De San Juan",199.07873,4,37.1573567501336,"Not available",-63.9333578685195,1,"ARVHRQO122988EDC53",123.335,"mariachi",0,0.440835007,0.648902582,0.69646,0.19778,0.113,-6.641,192.377,0.19778,3,"Not Available"
"6309",8281,"John D. Loudermilk",124.39465,9,35.99527,"Durham, NC",-78.89601,1,"ARPAB1I1187B9AD8E4",177.098,"blues-rock",0.408110884,0.287370035,0.414244229,0.48311,0.14244,0.257,-8.039,112.774,0.14244,4,"Not Available"
"6310",8282,"Coldplay",269.34812,9,37.1573567501336,"Not available",-63.9333578685195,1,"ARSPUJF1187B9A14B8",136.82,"piano rock",0.701266353,0.916053228,0.865021512,0.7162,0.27254,2.81,-6.294,259.535,0.27254,4,"2000"
"6311",8283,"Deepface",362.68363,11,37.1573567501336,"Not available",-63.9333578685195,0,"ARZRSJS1187B989139",124.05,"club",0.203915013,0.232437777,0.496630086,3.88712,0.28639,0.271,-4.577,351.66,0.04562,4,"Not Available"
"6312",8284,"Lily Allen",277.83791,5,37.1573567501336,"LDN",-63.9333578685195,1,"ARWD25M1187FB4C563",116.957,"ska",0.740467827,0.535408379,0.916058239,2.42205,1.908,6.327,-6.399,268.98,1.908,3,"2000"
"6313",8285,"Foghat",501.2371,5,40.71455,"London, England",-74.00712,1,"AR01VU31187B997DA0",114.831,"blues-rock",0,0.496123346,0.714201447,1.30619,0.45667,2.688,-9.817,487.851,0.24595,4,"1970"
"6314",8287,"Gal Costa",242.9122,5,-23.6361,"Santo Amaro da Purificai?1/2, Bra",-46.71173,1,"ARVK1G41187FB37421",145.099,"brazilian pop music",0.454192988,0.437464554,0.692615861,3.30404,0.94112,0.197,-25.63,224.624,0.94112,7,"Not Available"
"6315",8288,"Pinchers",229.01506,11,37.1573567501336,"Not available",-63.9333578685195,1,"ARKBYFV1187B9B07FD",92.01,"dancehall",0,0.340632715,0.558384455,1.79953,0.50489,2.368,-13.229,216.474,0.18082,4,"Not Available"
"6316",8290,"Britny Fox",285.02159,11,39.95227,"Philadelphia, PA",-75.16237,1,"ARYZTJS1187B98C555",149.01,"glam metal",0.48456253,0.38833265,0.583654099,0.88063,0.47525,0.225,-12.159,267.523,0.27307,4,"1990"
"6317",8291,"Power Pill Fist",291.42159,5,37.1573567501336,"Not available",-63.9333578685195,1,"ARHI7GC1187FB4EB4E",138.387,"downtempo",0.401486711,0.378660278,0.488169688,0.31534,0.31534,0.148,0.566,282.511,0.31534,3,"2000"
"6318",8292,"Olivia Ruiz",230.24281,8,43.21183,"Carcassonne, France",2.3584,1,"AROU8CV1187B9B3E40",104,"chanson",0.471578248,0.37436568,0.621201748,0.58197,0.58197,0.258,-5.106,226.975,0.29244,4,"2000"
"6319",8293,"Fall Out Boy",275.3824,4,37.1573567501336,"Wilmette, IL",-63.9333578685195,1,"ARL6FF81187FB5A916",155.038,"pop punk",0.685642424,0.566622888,0.93796475,0.42615,0.03927,0.357,-3.214,271.325,0.03927,4,"2000"
"6320",8294,"Year of Desolation",337.76281,1,37.1573567501336,"Not available",-63.9333578685195,1,"ARU38901187B99A55C",223.323,"melodic death metal",0,0.287602557,0.550458405,2.15996,0.557,0.354,-5.623,337.763,0.557,7,"2000"
"6321",8295,"Olive",211.35628,5,37.1573567501336,"United States",-63.9333578685195,1,"ARTMP681187B9B77CD",135.111,"trip hop",0.45,0.434607401,0.607562417,1.0885,0.20232,0.27,-10.616,197.033,0.20232,4,"Not Available"
"6322",8296,"HardNox",228.80608,2,37.77916,"California - SF",-122.42005,1,"AREFWN11187B9A2273",144.038,"alternative hip hop",0,0.309474957,0.513081378,1.16571,0.33719,0.299,-5.675,228.806,0.12928,4,"Not Available"
"6323",8297,"Tim Hornsby",89.62567,1,37.1573567501336,"Not available",-63.9333578685195,1,"ARSKALQ1187B996D4B",150.655,"trance",0.02,0.0895219924771125,0.085081046,0.3091,0.3091,3.698,-17.51,89.626,0.3091,1,"Not Available"
"6324",8298,"Michael Bloomfield",137.69098,7,37.1573567501336,"Not available",-63.9333578685195,1,"ARIFGSU1187B9B64BB",121.218,"blues-rock",0,0.372179878,0.495066661,1.06785,0.53899,0.311,-12.963,125.852,0.53899,4,"Not Available"
"6325",8299,"Jerry Reed",135.18322,5,29.18752,"OCALA, Florida",-82.14039,1,"ARS31DK1187B9AFFAC",121.371,"country rock",0.375984302,0.409027745,0.584007553,0.94875,0.45377,0.183,-13.941,130.827,0.20934,4,"1960"
"6326",8300,"Gene Autry",163.52608,2,33.46725,"Tioga Springs, TX",-96.91393,1,"ARQUS8G1187FB46C97",81.829,"classic country",0.01,0.41458957,0.583646435,0.51509,0.51509,3.425,-17.123,163.526,0.08697,4,"1990"
"6327",8301,"Les Brown",203.7024,1,37.1573567501336,"Reinerton, PA",-63.9333578685195,1,"ARIOHAK11F50C4A9E3",140.97,"blues-rock",0,0.42011418,0.529788041,0.21859,0.21859,0.131,-12.903,190.769,0.21859,1,"Not Available"
"6328",8302,"John Hammond",162.71628,5,37.1573567501336,"Not available",-63.9333578685195,1,"ARWBYRS1187FB3DE02",95.434,"blues",0,0.452817838,0.590692918,0.06081,0.06081,0.311,-11.726,148.434,0.06081,1,"1960"
"6329",8303,"1. Futurologischer Congress",204.93016,0,37.1573567501336,"Not available",-63.9333578685195,1,"ARHEM0M1187B9B9190",146.036,"kraut rock",0,0.256977994,0.374763103,0.98909,0.32518,0.072,-10.644,197.114,0.15487,4,"1980"
"6330",8304,"David Banner / Sky / Marcus",253.67465,7,37.1573567501336,"Jackson MS",-63.9333578685195,1,"ARCHCB01187B9AA577",87.033,"crunk",0.215080319,0.512455643,0.806364125,1.02307,0.32877,0.076,-5.29,250.683,0.1552,4,"Not Available"
"6331",8305,"Deftones",203.59791,7,37.1573567501336,"Sacramento, CA",-63.9333578685195,1,"ARMAC4T1187FB3FA4C",178.339,"rap metal",0.715502169,0.601729756,0.821697317,0.8844,0.54489,3.593,-3.145,197.857,0.54489,5,"2000"
"6332",8307,"Aaron Watson",170.84036,7,37.1573567501336,"Not available",-63.9333578685195,1,"AREN1A11187FB527EF",138.471,"honky tonk",0.345802234,0.472495477,0.658016592,0.86458,0.43766,0.2,-9.909,160.978,0.23063,4,"2000"
"6333",8308,"Eagles Of Death Metal",215.64036,7,37.1573567501336,"Not available",-63.9333578685195,1,"ARRP8TZ1187B98DB84",237.831,"stoner rock",0.23,0.497197396,0.761986351,0.24908,0.24908,0.293,-4.462,207.215,0.12278,4,"2000"
"6334",8310,"Peter Hunningale",226.87302,9,37.1573567501336,"Not available",-63.9333578685195,0,"ARIYH1U1187B9AF8A3",165.898,"lovers rock",0,0.249739671,0.415140368,0.6248,0.26313,0.229,-10.003,223.945,0.26313,4,"Not Available"
"6335",8311,"The Continentals",179.06893,5,38.8991,"Washington DC",-77.029,1,"ARWX46G1187B9A0FC3",111.199,"samba",0.302724051,0.380109208,0.442030513,0.92426,0.38878,0.078,-12.55,169.645,0.12104,3,"Not Available"
"6336",8312,"Sade",252.47302,6,7.37884,"Ibadan, Nigeria",3.89527,0,"AR24DZB1187FB3C869",118.023,"quiet storm",0.44,0.517342286,0.77149215,1.26418,0.24821,0.223,-10.007,232.292,0.24821,4,"2000"
"6337",8313,"Marilyn Horne",164.62322,10,54.31392,"Great Britain / UK",-2.23218,0,"ARV5L3X1187FB4A535",59.863,"opera",0.01,0.312044456,0.445858671,4.23832,0.14326,5.01,-25.677,147.11,0.14326,5,"Not Available"
"6338",8314,"Kiprich",186.17424,2,37.1573567501336,"Not available",-63.9333578685195,1,"ARKBYFV1187B9B07FD",101.214,"dancehall",0,0.388939766,0.558878292,0.7491,0.15168,0.206,-6.504,180.762,0.15168,4,"Not Available"
"6339",8315,"Cocoa Tea",162.35057,1,37.1573567501336,"Kingston, Jamaica",-63.9333578685195,1,"ARGYA2F1187FB41EA4",146.474,"dancehall",0.212045406,0.426009301,0.595645309,0.42134,0.42134,0.164,-17.422,147.946,0.2102,4,"1990"
